Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
140224,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,311,4.8,7/1/22,6/30/24
140224,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,103,4.56,7/1/22,6/30/24
140224,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,92,1.73,7/1/22,6/30/24
140224,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,324,1.25,7/1/22,6/30/24
140224,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1,7/1/22,6/30/24
140228,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
140228,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1161,4,7/1/23,6/30/24
140228,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,165,11.9,7/1/21,6/30/24
140228,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,65,1.9,7/1/21,6/30/24
140228,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,137,8.3,7/1/21,6/30/24
140228,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,380,10.2,7/1/21,6/30/24
140228,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,474,16.5,7/1/21,6/30/24
140228,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,89,16.9,7/1/21,6/30/24
140228,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5198,0.51,7/1/22,6/30/24
140228,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,58,173.8,7/1/22,6/30/24
140228,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5750,0.16,7/1/22,6/30/24
140228,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,5970,0.26,7/1/22,6/30/24
140228,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,897,2.62,7/1/22,6/30/24
140228,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,307,1.71,7/1/22,6/30/24
140228,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,317,10.15,7/1/22,6/30/24
140228,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1038,2.74,7/1/22,6/30/24
140228,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,266,3.9,7/1/22,6/30/24
140228,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,173,1.98,7/1/22,6/30/24
140228,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,963,1.1,7/1/22,6/30/24
140228,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.9,7/1/22,6/30/24
140231,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,292,4,4/1/21,3/31/24
140231,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,3338,4.5,7/1/23,6/30/24
140231,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,208,11.8,7/1/21,6/30/24
140231,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,121,2.6,7/1/21,6/30/24
140231,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,267,8.1,7/1/21,6/30/24
140231,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,886,9.9,7/1/21,6/30/24
140231,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,842,15.9,7/1/21,6/30/24
140231,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,375,13.2,7/1/21,6/30/24
140231,PSI_03,Pressure ulcer rate,No Different Than the National Rate,9781,0.1,7/1/22,6/30/24
140231,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,104,186.24,7/1/22,6/30/24
140231,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,12500,0.16,7/1/22,6/30/24
140231,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,12988,0.24,7/1/22,6/30/24
140231,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3149,3.18,7/1/22,6/30/24
140231,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1942,2.15,7/1/22,6/30/24
140231,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1962,10.59,7/1/22,6/30/24
140231,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3537,2.46,7/1/22,6/30/24
140231,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1921,3.9,7/1/22,6/30/24
140231,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,791,1.46,7/1/22,6/30/24
140231,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2773,0.89,7/1/22,6/30/24
140231,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.79,7/1/22,6/30/24
140233,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,159,4.9,4/1/21,3/31/24
140233,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1619,3.9,7/1/23,6/30/24
140233,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,196,12.1,7/1/21,6/30/24
140233,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,82,3.1,7/1/21,6/30/24
140233,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,90,10.1,7/1/21,6/30/24
140233,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,458,12.1,7/1/21,6/30/24
140233,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,500,18.4,7/1/21,6/30/24
140233,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,277,13.6,7/1/21,6/30/24
140233,PSI_03,Pressure ulcer rate,No Different Than the National Rate,6019,0.24,7/1/22,6/30/24
140233,PSI_04,Death rate among surgical inpatients with serious treatable complications,Worse Than the National Rate,111,238.85,7/1/22,6/30/24
140233,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7052,0.23,7/1/22,6/30/24
140233,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,6923,0.21,7/1/22,6/30/24
140233,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1657,2.47,7/1/22,6/30/24
140233,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,554,2,7/1/22,6/30/24
140233,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,564,13.16,7/1/22,6/30/24
140233,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1719,3.02,7/1/22,6/30/24
140233,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,526,3.61,7/1/22,6/30/24
140233,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,318,1.83,7/1/22,6/30/24
140233,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1443,0.98,7/1/22,6/30/24
140233,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.91,7/1/22,6/30/24
140239,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
140239,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,838,3.9,7/1/23,6/30/24
140239,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,87,11.8,7/1/21,6/30/24
140239,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,32,3.2,7/1/21,6/30/24
140239,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,140,9.1,7/1/21,6/30/24
140239,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,242,10.3,7/1/21,6/30/24
140239,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,142,14.9,7/1/21,6/30/24
140239,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,321,16.2,7/1/21,6/30/24
140239,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2907,0.22,7/1/22,6/30/24
140239,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,68,193.07,7/1/22,6/30/24
140239,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3388,0.35,7/1/22,6/30/24
140239,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,3498,0.24,7/1/22,6/30/24
140239,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,730,2.76,7/1/22,6/30/24
140239,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,210,1.57,7/1/22,6/30/24
140239,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,208,11.93,7/1/22,6/30/24
140239,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,748,4.35,7/1/22,6/30/24
140239,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,197,4.64,7/1/22,6/30/24
140239,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,144,2.01,7/1/22,6/30/24
140239,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,582,1.18,7/1/22,6/30/24
140239,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.98,7/1/22,6/30/24
140242,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,56,3,4/1/21,3/31/24
140242,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,3097,3.3,7/1/23,6/30/24
140242,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,219,11.1,7/1/21,6/30/24
140242,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,177,1.6,7/1/21,6/30/24
140242,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,170,7.9,7/1/21,6/30/24
140242,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,853,9.3,7/1/21,6/30/24
140242,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,652,15,7/1/21,6/30/24
140242,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,529,10.7,7/1/21,6/30/24
140242,PSI_03,Pressure ulcer rate,No Different Than the National Rate,10662,0.96,7/1/22,6/30/24
140242,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,107,154.95,7/1/22,6/30/24
140242,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,12244,0.16,7/1/22,6/30/24
140242,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,12922,0.21,7/1/22,6/30/24
140242,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2633,2.32,7/1/22,6/30/24
140242,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1469,0.88,7/1/22,6/30/24
140242,PSI_11,Postoperative respiratory failure rate,Better Than the National Rate,1373,3.46,7/1/22,6/30/24
140242,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3121,2.35,7/1/22,6/30/24
140242,PSI_13,Postoperative sepsis rate,Better Than the National Rate,1458,2.25,7/1/22,6/30/24
140242,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,801,1.45,7/1/22,6/30/24
140242,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2505,0.97,7/1/22,6/30/24
140242,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Better Than the National Value,Not Applicable,0.72,7/1/22,6/30/24
140251,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
140251,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,412,5.2,7/1/23,6/30/24
140251,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,64,11.2,7/1/21,6/30/24
140251,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140251,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,72,8.7,7/1/21,6/30/24
140251,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,169,9.1,7/1/21,6/30/24
140251,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,152,17.1,7/1/21,6/30/24
140251,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,53,12.5,7/1/21,6/30/24
140251,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1771,0.3,7/1/22,6/30/24
140251,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140251,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2000,0.19,7/1/22,6/30/24
140251,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1996,0.29,7/1/22,6/30/24
140251,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,222,2.21,7/1/22,6/30/24
140251,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,34,1.66,7/1/22,6/30/24
140251,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,37,8.79,7/1/22,6/30/24
140251,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,249,4.5,7/1/22,6/30/24
140251,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,29,6.85,7/1/22,6/30/24
140251,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,82,2.04,7/1/22,6/30/24
140251,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,330,0.97,7/1/22,6/30/24
140251,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.98,7/1/22,6/30/24
140252,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,653,2,4/1/21,3/31/24
140252,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,4022,3.8,7/1/23,6/30/24
140252,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,321,11.9,7/1/21,6/30/24
